編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLSKMHOFFAW18CA,,87.74,集合住宅,鋼筋混凝土造,108年1月7日,五層,四層 陽台
RPWNMLSKMHOFFAW18CA,,13.99,共有部分：本共有部分之項目有電梯、梯間、梯廳、昇降機道、屋簷等５項。,鋼筋混凝土造,108年1月7日,五層,
RPRNMLSKMHOFFAW67CA,10,33.16,集合住宅,鋼筋混凝土造,98年5月20日,四層,二層 陽台 雨遮
RPRNMLSKMHOFFAW67CA,10,7.88,樓梯間、機械室,鋼筋混凝土造,98年5月20日,四層,
RPTNMLSKMHOFFAW87CA,2,109.78,集合住宅,鋼筋混凝土造,106年6月14日,三層,二層 陽台
RPTNMLSKMHOFFAW87CA,2,52.29,共有部分：本共有部分之項目計有無障礙樓梯（丙梯、丁梯）、無障礙昇降設備、梯廳間、維修連通梯（安全梯）、給水水箱等設備、機電設備空間、緊急發電機室、消防機房暨電信機房、停車空間、陽台等１０項。,鋼筋混凝土造,106年6月14日,三層,
RPTNMLSKMHOFFAW87CA,2,13.76,共有部分：本共有部分之項目有停車位１項。,鋼筋混凝土造,106年6月14日,三層,
RPRNMLMLMHOFFAW17CA,4,40.70,集合住宅,鋼筋混凝土造,104年2月4日,五層,四層 陽台 雨遮
RPRNMLMLMHOFFAW17CA,4,12.86,共有部分：本共有部分之項目有電梯、梯廳、樓梯間、機房、水箱等５項。,鋼筋混凝土造,104年2月4日,五層,
RPQNMLMLMHOFFAW07CA,4,42.45,集合住宅,鋼筋混凝土造,104年2月4日,五層,四層 陽台 雨遮
RPQNMLMLMHOFFAW07CA,4,13.55,共有部分：本共有部分之項目有電梯、梯廳、樓梯間、機房、水箱等５項。,鋼筋混凝土造,104年2月4日,五層,
RPPOMLSKMHOFFAW57CA,,87.74,集合住宅,鋼筋混凝土造,108年1月7日,五層,五層 陽台
RPPOMLSKMHOFFAW57CA,,13.99,共有部分：本共有部分之項目有電梯、梯間、梯廳、昇降機道、屋簷等５項。,鋼筋混凝土造,108年1月7日,五層,
RPRNMLKMMHOFFAW07CA,1,77.97,集合住宅,鋼筋混凝土造,107年1月18日,三層,二層 陽台
RPRNMLKMMHOFFAW07CA,1,11.07,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,107年1月18日,三層,
RPXNMLSKMHOFFAW28CA,,86.94,集合住宅,鋼筋混凝土造,108年1月7日,五層,二層 陽台
RPXNMLSKMHOFFAW28CA,,13.99,共有部分：本共有部分之項目有電梯、梯間、梯廳、昇降機道、屋簷等５項。,鋼筋混凝土造,108年1月7日,五層,
RPOOMLSKMHOFFAW47CA,,86.94,集合住宅,鋼筋混凝土造,108年1月7日,五層,一層 陽台
RPOOMLSKMHOFFAW47CA,,13.99,共有部分：本共有部分之項目有電梯、梯間、梯廳、昇降機道、屋簷等５項。,鋼筋混凝土造,108年1月7日,五層,
